id,学科,知识点,置信度,问题描述,定义原文,详解原文,修正后定义,验收结果
WL_G1_B3_DNNL_022,物理,能源与能量转化应用,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",能量守恒而可利用量有限，须关注能源利用率和转化效率。,能量既不能创生也不能消灭，只会从一种形式转化为另一种形式，这并不等于能量可无限利用。你要明白，内能等低品质能量难以再转化为机械能，因此实际可利用的能量有限，这就是节能的必要原因。计算各种电器、电源的效率时，本质都是在衡量能量转化的有效度。把焦耳热、机械功、化学能转化的数量关系理清，既是对能量守恒应用的深化，也是电力能耗、能源效率等现实问题的物理基础，这类题目考查你灵活套用守恒的能力。,,
WL_G1_B3_JCDN_013,物理,电容的概念,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",电容是描述电容器容纳电荷本领的物理量，等于Q与U的比值。,电容是电容器的一个重要属性，它表示电容器储存电荷本领的大小，定义式是C等于Q除以U，其中Q是电容器一个极板上所带的电荷量，U是两极板间的电压。你要特别注意，电容由电容器本身的结构决定，并不随所带的电荷量或两极板电压大小而改变，Q增大或U增大都不会改变C。比值Q比U是恒定的，它体现的只是电容器的固有本领。分别实际工作时的Q和U只是这个比值关系在具体条件下的体现，理解这一层才不会被迷惑。,,
WL_G1_B3_JCDN_017,物理,带电粒子加速问题,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",带电粒子经电场加速用动能定理，qU等于末动能减初动能。,求解带电粒子在电场中加速后的速度，最通用的办法是动能定理。粒子从静止开始，经过两点间电势差为U的电场被加速，电场力做功qU就等于粒子末动能，即末速度满足二分之一mv的平方等于qU。若粒子初速度不为零，则qU等于末动能减初动能。你列式时要区分初末动能对应的速度以及电场力做功的正负符号。这种方法不受粒子轨迹是否为直线限制，即使电场不是匀强，只要知道两点电势差同样可以求解末速度。,,
WL_G1_B4_DLSC_001,物理,动量概念与矢量性,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",动量等于质量与速度的乘积p=mv，是矢量，方向与速度方向相同。,你想熟练处理动量类问题，就要先抓住动量是矢量的本质。它的定义式p=mv，大小等于质量乘以速度，方向一定跟速度方向相同，与物体受的外力方向没有直接关系。计算动量时必须带上方向，正方向的动量记为正值，反方向的就记为负值。同一物体速度大小变化或方向变化都会引起动量变化，哪怕速度大小没变只是方向翻转，动量也已经改变。做矢量相减时别忘用代数方法按正负号相减。,,
WL_G1_B4_DLSC_010,物理,完全弹性碰撞,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",完全弹性碰撞中碰撞前后系统动能守恒，且动量守恒。,完全弹性碰撞是一种理想情形，碰后没有机械能损失，系统的动能与动量同时守恒。你处理这类碰撞时，一般列动量守恒和动能守恒两个方程联立，解出碰后两物体的速度。对光滑水平面上大小相等的质量碰撞有结论，两球质量相等时速度相互交换。其实只要记住弹性碰撞的系统动能不变这个特征，就能判断一种碰撞是不是弹性的，也能用它来反推碰后速度是否合理，解题比较快。,,
WL_G1_B5_CGQ_002,物理,传感器基本组成环节,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",传感器由敏感元件、转换元件和转换电路三部分组成。,一个完整的传感器一般由敏感元件、转换元件和转换电路三部分组成。敏感元件负责感受外界物理量的变化，转换元件把这些变化转变成电路参数如电阻或电动势的变化，转换电路则把这种变化再加工成电压或电流等便于显示和控制的信号。你要把这条链路记牢：先感受后转换再输出。分析图题时，先找出哪个元件在感知，再看它影响到哪个电量，最后看输出给了什么仪表。,,
WL_G1_B5_CGQ_005,物理,光敏电阻的特性,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",光敏电阻阻值随光照增强而减小，光照减弱而增大。,光敏电阻的材料是半导体，它的阻值随光照强度变化：光照越强，载流子越多，电阻越小；光照越弱，电阻越大。你记住这个变化方向很重要，很多题目让你判断光照变化后电流、电压怎么变，都要先锁定光敏电阻阻值怎么变。它还带有伏安特性，不是简单的恒定电阻，但高中主要按阻值随光照单调变化来处理。判断时先把光敏电阻当普通电阻，用串并联知识推电流电压。,,
WL_G1_B5_DCZD_001,物理,LC电路的充放电过程,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",电容器经电感线圈反复充放电，形成周期性电磁振荡过程。,电磁振荡的产生源于LC回路中电容器与线圈的电能磁能来回交换。你要理解充放电的先后：先让电容带电，它经线圈放电，电流逐渐增大，线圈中的磁场能随之增强；放电完毕电流最大，随后电流反向给电容反向充电，如此往复形成振荡。电流不能突变的原因在于线圈自感，它像惯性一样延续电流。你分析某个时刻是充电还是放电，关键是看电路中电流方向与电流大小的增减趋势，别只看电容带不带电。,,
WL_G1_B5_DCZD_002,物理,振荡电流与方向判定,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",振荡电流是随时间周期性改变大小和方向的正弦式电流。,振荡电流是指LC回路中电荷来回流动形成的大小方向周期性变化的电流，它随时间按正弦规律变化。你要判定某一时刻电流的方向，需要结合电容器充放电状态和线圈中磁场方向。规定电流方向要有一个正方向，凡与此方向相反的都为负。做题时先标定电容上极板的电荷正负，再判断此刻是充电还是放电，从而确定电流实际流向。方向判断错了，图像分析和能量转化全都会跟着错，要特别小心。,,
WL_G1_B5_DCZD_005,物理,LC振荡周期公式,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",周期T=2π√(LC)，由电感与电容乘积的平方根决定，与电量无关。,LC振荡电路的周期只由回路的电感L和电容C决定，公式是T等于二派乘以根号下LC的积。你要记住，周期与电容器带的电量、放电的初状态以及电压大小都没有关系，只跟电路本身的参数有关。增大电容或电感都会让周期变长，振荡变慢。这个公式常用在改变元件求新周期或判断周期变化的问题里。算周期时注意单位，L的单位是亨利，C的单位是法拉，根号里乘积的单位要统一后再开方。,,
WL_G1_B5_DCZD_006,物理,电磁振荡的频率,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",频率f=1/(2π√LC)，与周期互为倒数，调节LC可改变频率。,LC振荡电路的频率是周期的倒数，用公式f等于二派乘根号下LC乘积的倒数表示。要使频率变大，可以减小电容或减小电感，也可以同时减小两者。收音机选台利用可变电容改变频率就是这个道理。你要会利用f与T互为倒数的关系，由周期求频率、由频率求周期，也能由一个元件的变化推另一个量的变化方向。高频振荡需要很小的LC，低频振荡则需要较大的LC，把握这种反比关系是解题关键。,,
WL_G1_B5_DCZD_007,物理,振荡电流的图像分析,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",振荡电流随时间按正弦规律在正负最大值之间周期性变化。,振荡电流的变化规律可以画成随时间变化的正弦图像，横轴是时间，纵轴是电流，电流在正最大与负最大之间来回振动。你要能从图像上读出某一时刻电流的大小和方向，正半轴表示电流取规定正方向，负半轴表示反向。图像过零点的时刻对应电流为零、磁场能为零而电场能最大的地方；图像在正负峰值处对应电流最大。看图像时还要能判断电荷量的变化趋势，电流与电压的相位关系在分析中也很常用。,,
WL_G1_B5_DCZD_008,物理,电荷量与电流的关系,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",电容器电荷量最大时电流为零，电荷量减小时电流增大。,在LC振荡中，电容器极板上的电荷量Q和回路电流i并不是同步变化，而是彼此错开一个节奏。你要记住，电荷量最大的时刻正是放电刚要开始、电流为零的时刻；随着放电进行电荷量减小，电流却不断增大，直到电荷量为零时电流达到最大。反过来充电时电流减小、电荷量增大。这种此消彼长的错位关系，和电场能与磁场能的转化完全对应。做题时判断某个特征量，先想它是跟电荷量同向还是跟电流同向，就能判断增减。,,
WL_G1_B5_DCZD_009,物理,麦克斯韦电磁场理论,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",变化的电场产生磁场，变化的磁场产生电场，二者统一成电磁场。,麦克斯韦在总结前人成果的基础上提出电磁场理论，核心是电荷产生电场、电流产生磁场，并且变化的电场能像电流一样在周围空间激发磁场，变化的磁场也能在空间激发电场。你要理解这里强调的是变化，而不是静止。均匀变化的电场产生稳定的磁场，而周期性变化的电场产生也周期性变化的磁场。电磁场理论把电和磁统一为不可分割的整体，是预言电磁波存在的基础。区分均匀变化与周期性变化对判断感应场性质很重要。,,
WL_G1_B5_DCZD_011,物理,变化的电场产生磁场,80,"example 含模板残留""解析完毕""（解析末尾遗留AI生成标记文字）",变化的电场在其周围空间激发磁场，为位移电流的等效来源。,麦克斯韦理论指出，变化的电场也会在它周围的空间激发磁场，就像是存在等效的电流一样，这被称为位移电流。你要理解这是一个纯粹的对称推广：既然变化的磁场产生电场，变化的电场就应当产生磁场。正是变化电场产生了磁场，电磁波才能把电场和磁场相互激发着传播出去并相互维持。做题时区分清楚，静电场不会产生磁场，只有变化的电场才会。电磁波传播时电场和磁场交替激发，就是这个规律的直接体现。,,
